"","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV_14531","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA
"ASV_14532","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"ASV_14545","Bacteria","Actinobacteria","Acidimicrobiia",NA,NA,NA
"ASV_14546","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","11-24",NA,NA
"ASV_14547","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","A21b",NA
"ASV_14574","Bacteria","Chloroflexi","Ktedonobacteria","C0119",NA,NA
"ASV_14575","Bacteria","Armatimonadetes",NA,NA,NA,NA
"ASV_14576","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA
"ASV_14577","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Candidatus_Ovatusbacter"
"ASV_14578","Bacteria",NA,NA,NA,NA,NA
"ASV_14579","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10"
"ASV_14580","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)","Edaphobacter"
"ASV_14581","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfarculales","Desulfarculaceae",NA
"ASV_14582","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium"
"ASV_14583","Bacteria","Acidobacteria","Subgroup_11",NA,NA,NA
"ASV_14584","Bacteria","Acidobacteria","Subgroup_22",NA,NA,NA
"ASV_14585","Bacteria","Armatimonadetes",NA,NA,NA,NA
"ASV_14586","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"ASV_14587","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10"
"ASV_14588","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,NA
"ASV_14589","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"ASV_14590","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)","Terracidiphilus"
"ASV_14591","Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae",NA
"ASV_14592","Bacteria","Chloroflexi","Ktedonobacteria","C0119",NA,NA
"ASV_14593","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_14594","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_14595","Bacteria",NA,NA,NA,NA,NA
"ASV_14596","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"ASV_14597","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24",NA,NA
"ASV_14598","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV_14599","Bacteria","Latescibacteria",NA,NA,NA,NA
"ASV_14600","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
"ASV_14601","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales",NA,NA
"ASV_14602","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae",NA
"ASV_14603","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Aquisphaera"
"ASV_14604","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae",NA
"ASV_14605","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma"
"ASV_14622","Bacteria","Actinobacteria","MB-A2-108",NA,NA,NA
"ASV_14625","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae",NA
"ASV_14626","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia"
"ASV_14627","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ASV_14630","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10"
"ASV_14631","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales",NA,NA
"ASV_14634","Bacteria","Acidobacteria","Subgroup_25",NA,NA,NA
"ASV_14643","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"ASV_14656","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV_14664","Bacteria","Actinobacteria","MB-A2-108",NA,NA,NA
"ASV_14665","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA
"ASV_14666","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256",NA,NA
"ASV_14667","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA
"ASV_14668","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"ASV_14669","Bacteria",NA,NA,NA,NA,NA
"ASV_14670","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Singulisphaera"
"ASV_14671","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade",NA,NA
"ASV_14672","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae",NA
"ASV_14673","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA
"ASV_14674","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ASV_14675","Bacteria",NA,NA,NA,NA,NA
"ASV_14676","Bacteria",NA,NA,NA,NA,NA
"ASV_14677","Bacteria",NA,NA,NA,NA,NA
"ASV_14678","Bacteria","Actinobacteria","Actinobacteria","Glycomycetales","Glycomycetaceae","Glycomyces"
"ASV_14679","Bacteria","Chloroflexi","Gitt-GS-136",NA,NA,NA
"ASV_14680","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia"
"ASV_14681","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10"
"ASV_14682","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade",NA,NA
"ASV_14692","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"ASV_14709","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus"
"ASV_14710","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"ASV_14711","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas"
"ASV_14713","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys"
"ASV_14714","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)","Terriglobus"
"ASV_14729","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"ASV_14730","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group",NA
"ASV_14732","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Phaselicystidaceae","Phaselicystis"
"ASV_14733","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"ASV_14734","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Pajaroellobacter"
"ASV_14735","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae",NA
"ASV_14736","Bacteria",NA,NA,NA,NA,NA
"ASV_14737","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA
"ASV_14738","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia"
"ASV_14739","Bacteria","Acidobacteria","Subgroup_17",NA,NA,NA
"ASV_14740","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA
"ASV_14741","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"ASV_14743","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"ASV_14775","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29_marine_group"
"ASV_14776","Bacteria",NA,NA,NA,NA,NA
"ASV_14860","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella"
"ASV_14861","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ASV_14862","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma"
"ASV_14864","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea"
"ASV_14869","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ASV_14870","Bacteria","Planctomycetes","OM190",NA,NA,NA
"ASV_14874","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","mle1-27",NA
"ASV_14875","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae",NA
"ASV_14882","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella"
"ASV_14894","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Demequinaceae",NA
"ASV_14895","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"ASV_14896","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,NA
"ASV_14898","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"ASV_14899","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"ASV_14900","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV_14907","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17",NA
"ASV_14908","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niabella"
"ASV_14909","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256",NA,NA
"ASV_14910","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA
"ASV_14911","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA
"ASV_14912","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"ASV_14929","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","A21b",NA
"ASV_14930","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales",NA,NA
"ASV_14936","Bacteria","Chloroflexi","Ktedonobacteria","C0119",NA,NA
"ASV_14962","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_14963","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA
"ASV_14964","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga"
"ASV_14965","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"ASV_14966","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"ASV_14967","Bacteria","Latescibacteria",NA,NA,NA,NA
"ASV_14968","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Litorilinea"
"ASV_14969","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","OLB12"
"ASV_14970","Bacteria",NA,NA,NA,NA,NA
"ASV_14971","Bacteria",NA,NA,NA,NA,NA
"ASV_14972","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma"
"ASV_14973","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinus"
"ASV_14974","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae",NA
"ASV_14976","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Parafilimonas"
"ASV_14977","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio"
"ASV_14978","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"ASV_14979","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter"
"ASV_14980","Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales",NA,NA
"ASV_14982","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae",NA
"ASV_14983","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ASV_14984","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"ASV_14985","Bacteria","Bacteroidetes","Ignavibacteria","OPB56",NA,NA
"ASV_14986","Bacteria",NA,NA,NA,NA,NA
"ASV_14987","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_14988","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17",NA
"ASV_14989","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Singulisphaera"
"ASV_14990","Bacteria","Latescibacteria",NA,NA,NA,NA
"ASV_14991","Bacteria","Chloroflexi","Ktedonobacteria","C0119",NA,NA
"ASV_14992","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae",NA
"ASV_14993","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9",NA
"ASV_14994","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ASV_15007","Bacteria","Chloroflexi","Ktedonobacteria","C0119",NA,NA
"ASV_15008","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17",NA
"ASV_15009","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"ASV_15013","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma"
"ASV_15021","Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas"
"ASV_15022","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"ASV_15023","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus"
"ASV_15024","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter"
"ASV_15031","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae",NA
"ASV_15032","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"ASV_15033","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae",NA
"ASV_15034","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae",NA
"ASV_15035","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"ASV_15049","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA
"ASV_15050","Bacteria","Chloroflexi",NA,NA,NA,NA
"ASV_15051","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfarculales","Desulfarculaceae",NA
"ASV_15052","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA
