"Kingdom" "Phylum" "Class" "Order" "Family" "Genus"
"ASV10726" "Bacteria" "Chloroflexi" "Chloroflexia" "Thermomicrobiales" "JG30-KF-CM45" NA
"ASV10731" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Herpetosiphonaceae" "Herpetosiphon"
"ASV10738" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"ASV10744" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "A21b" NA
"ASV10746" "Bacteria" "Planctomycetes" "Planctomycetacia" "Pirellulales" "Pirellulaceae" "Pirellula"
"ASV10767" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA
"ASV10786" "Bacteria" "Armatimonadetes" "Armatimonadia" "Armatimonadales" NA NA
"ASV10790" "Bacteria" "Acidobacteria" "Subgroup_22" NA NA NA
"ASV10791" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" NA NA
"ASV10808" "Bacteria" "Chloroflexi" "P2-11E" NA NA NA
"ASV10809" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Opitutales" "Opitutaceae" "Opitutus"
"ASV10812" "Bacteria" "Proteobacteria" "Deltaproteobacteria" NA NA NA
"ASV10813" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" NA
"ASV10814" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" NA
"ASV10815" "Bacteria" "Actinobacteria" "Actinobacteria" "Streptosporangiales" "Thermomonosporaceae" "Actinoallomurus"
"ASV10818" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" NA NA
"ASV10819" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Parafilimonas"
"ASV10820" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Microtrichales" "Ilumatobacteraceae" NA
"ASV10821" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter"
"ASV10822" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Rhodanobacteraceae" "Dokdonella"
"ASV10826" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Rhodocyclaceae" "Uliginosibacterium"
"ASV10827" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter"
"ASV10828" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Porphyrobacter"
"ASV10829" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Reyranellales" "Reyranellaceae" "Reyranella"
"ASV10830" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"ASV10831" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Niastella"
"ASV10839" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA
"ASV10840" "Bacteria" "Bacteroidetes" "Bacteroidia" "Cytophagales" "Cyclobacteriaceae" NA
"ASV10841" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" "67-14" NA
"ASV10842" "Bacteria" "Bacteroidetes" "Bacteroidia" "Flavobacteriales" "Crocinitomicaceae" "Fluviicola"
"ASV10853" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Luteimonas"
"ASV10855" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" NA NA
"ASV10856" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Methylorosula"
"ASV10857" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" NA
"ASV10858" "Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" NA NA
"ASV10859" "Bacteria" "Chloroflexi" "Chloroflexia" "Thermomicrobiales" "JG30-KF-CM45" NA
"ASV10860" "Bacteria" "Actinobacteria" "Actinobacteria" "Corynebacteriales" "Nocardiaceae" "Rhodococcus"
"ASV10862" "Bacteria" "Planctomycetes" "OM190" NA NA NA
"ASV10863" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"ASV10865" "Bacteria" "Actinobacteria" "Actinobacteria" "Frankiales" NA NA
"ASV10866" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"ASV10867" "Bacteria" NA NA NA NA NA
"ASV10868" "Bacteria" "Gemmatimonadetes" "Longimicrobia" "Longimicrobiales" "Longimicrobiaceae" NA
"ASV10869" "Bacteria" "Planctomycetes" "Planctomycetacia" "Pirellulales" "Pirellulaceae" NA
"ASV10870" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"ASV10871" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Elsterales" NA NA
"ASV10872" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" NA
"ASV10873" "Bacteria" "Latescibacteria" NA NA NA NA
"ASV10878" "Bacteria" "Cyanobacteria" "Oxyphotobacteria" "Nostocales" "Phormidiaceae" "Tychonema_CCAP_1459-11B"
"ASV10890" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" "Fimbriiglobus"
"ASV10891" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Bacillus"
"ASV10892" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Chitinophaga"
"ASV10901" "Bacteria" "Planctomycetes" "Phycisphaerae" "Tepidisphaerales" "WD2101_soil_group" NA
"ASV10906" "Bacteria" "Planctomycetes" "Planctomycetacia" "Pirellulales" "Pirellulaceae" "Pirellula"
"ASV10907" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"ASV10908" "Bacteria" "Cyanobacteria" "Melainabacteria" "Vampirovibrionales" NA NA
"ASV10909" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"ASV10914" "Bacteria" "Acidobacteria" "Subgroup_25" NA NA NA
"ASV10920" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Ferruginibacter"
"ASV10921" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"ASV10922" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA
"ASV10925" "Bacteria" "Chloroflexi" "TK10" NA NA NA
"ASV10932" "Bacteria" "Gemmatimonadetes" "BD2-11_terrestrial_group" NA NA NA
"ASV10933" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "KF-JG30-B3" NA
"ASV10934" "Bacteria" "Chloroflexi" "Anaerolineae" "Caldilineales" "Caldilineaceae" NA
"ASV10935" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter"
"ASV10936" "Bacteria" "Actinobacteria" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus"
"ASV10953" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Rhizorhapis"
"ASV10954" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Terrimonas"
"ASV10955" "Bacteria" NA NA NA NA NA
"ASV10956" "Bacteria" "BRC1" NA NA NA NA
"ASV10957" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" NA
"ASV10958" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA
"ASV10959" "Bacteria" "Acidobacteria" "Thermoanaerobaculia" "Thermoanaerobaculales" "Thermoanaerobaculaceae" "Subgroup_10"
"ASV10960" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" NA
"ASV10961" "Bacteria" "Acidobacteria" "Thermoanaerobaculia" "Thermoanaerobaculales" "Thermoanaerobaculaceae" "Subgroup_10"
"ASV10962" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"ASV10963" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Microvirga"
"ASV10964" "Bacteria" "Rokubacteria" "NC10" "Rokubacteriales" NA NA
"ASV10965" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA
"ASV10966" "Bacteria" "Acidobacteria" "Blastocatellia_(Subgroup_4)" "Blastocatellales" "Blastocatellaceae" "Aridibacter"
"ASV10967" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Nocardioides"
"ASV10968" "Bacteria" "Latescibacteria" "Latescibacteria" "Latescibacterales" "Latescibacteraceae" NA
"ASV10969" "Bacteria" "Bacteroidetes" "Bacteroidia" "Cytophagales" NA NA
"ASV10970" "Archaea" "Thaumarchaeota" "Nitrososphaeria" "Nitrososphaerales" "Nitrososphaeraceae" "Candidatus_Nitrososphaera"
"ASV10971" "Bacteria" "Acidobacteria" "Subgroup_5" NA NA NA
"ASV10972" "Bacteria" "Chloroflexi" NA NA NA NA
"ASV10983" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"ASV10994" "Bacteria" NA NA NA NA NA
"ASV10995" "Bacteria" "Actinobacteria" "Actinobacteria" "Kineosporiales" "Kineosporiaceae" "Quadrisphaera"
"ASV11019" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Methylobacterium"
"ASV11022" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"ASV11023" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" "Gemmata"
"ASV11024" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"ASV11025" "Bacteria" NA NA NA NA NA
"ASV11026" "Bacteria" "Actinobacteria" "Actinobacteria" "Frankiales" "Frankiaceae" "Jatrophihabitans"
"ASV11027" "Bacteria" "Tenericutes" "Mollicutes" NA NA NA
"ASV11034" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Haliangiaceae" "Haliangium"
"ASV11038" "Bacteria" "Bacteroidetes" "Bacteroidia" "Cytophagales" "Hymenobacteraceae" "Hymenobacter"
"ASV11039" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Labraceae" "Labrys"
"ASV11042" "Bacteria" "Chlamydiae" "Chlamydiae" "Chlamydiales" "Parachlamydiaceae" NA
"ASV11049" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Paucibacter"
"ASV11050" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Chitinophaga"
"ASV11051" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" NA
"ASV11081" "Bacteria" "Acidobacteria" "Subgroup_17" NA NA NA
"ASV11099" "Bacteria" "Bacteroidetes" "Bacteroidia" "Cytophagales" "Hymenobacteraceae" "Adhaeribacter"
"ASV11100" "Bacteria" "Planctomycetes" "Phycisphaerae" "Tepidisphaerales" "CPla-3_termite_group" NA
"ASV11106" "Bacteria" "Bacteroidetes" "Bacteroidia" "Flavobacteriales" "Crocinitomicaceae" "Fluviicola"
"ASV11107" "Bacteria" "Acidobacteria" "Acidobacteriia" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Bryobacter"
"ASV11109" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" NA NA
"ASV11110" "Bacteria" NA NA NA NA NA
"ASV11111" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Opitutales" "Opitutaceae" "Opitutus"
"ASV11117" "Bacteria" "Rokubacteria" "NC10" "Rokubacteriales" NA NA
"ASV11125" "Bacteria" "Chloroflexi" NA NA NA NA
"ASV11127" "Bacteria" "Chloroflexi" "Chloroflexia" "Thermomicrobiales" "AKYG1722" NA
"ASV11129" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" NA
"ASV11130" "Bacteria" "Acidobacteria" "Thermoanaerobaculia" "Thermoanaerobaculales" "Thermoanaerobaculaceae" "Subgroup_10"
"ASV11131" "Bacteria" "Bacteroidetes" "Bacteroidia" "Cytophagales" "Microscillaceae" "Chryseolinea"
"ASV11138" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter"
"ASV11139" "Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "JG30-KF-AS9" NA
"ASV11142" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Archangiaceae" "Anaeromyxobacter"
"ASV11143" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA
"ASV11144" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" NA
"ASV11145" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" "Gemmata"
"ASV11146" "Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" "Acidobacteriaceae_(Subgroup_1)" "Granulicella"
"ASV11147" "Bacteria" "Chloroflexi" "Chloroflexia" "Thermomicrobiales" "AKYG1722" NA
"ASV11148" "Bacteria" "Armatimonadetes" "Chthonomonadetes" "Chthonomonadales" "Chthonomonadaceae" "Chthonomonas"
"ASV11151" "Bacteria" "Acidobacteria" "Blastocatellia_(Subgroup_4)" "11-24" NA NA
"ASV11161" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"ASV11173" "Bacteria" "Actinobacteria" "Actinobacteria" "Catenulisporales" "Catenulisporaceae" "Catenulispora"
"ASV11178" "Bacteria" "Planctomycetes" "Planctomycetacia" "Pirellulales" "Pirellulaceae" "Pirellula"
"ASV11179" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Rhodoplanes"
"ASV11180" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" NA NA
"ASV11181" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" NA
"ASV11183" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Novosphingobium"
"ASV11184" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Ferruginibacter"
"ASV11185" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"ASV11186" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "AB1" NA
"ASV11187" "Bacteria" "Chloroflexi" "Anaerolineae" "SBR1031" "A4b" NA
"ASV11188" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Nocardioides"
"ASV11189" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Microtrichales" "Ilumatobacteraceae" "CL500-29_marine_group"
"ASV11190" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Roseimicrobium"
"ASV11191" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas"
"ASV11192" "Bacteria" "Bacteroidetes" "Bacteroidia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium"
"ASV11193" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Cellvibrionales" "Cellvibrionaceae" "Cellvibrio"
"ASV11194" "Bacteria" "Bacteroidetes" "Bacteroidia" "Flavobacteriales" "Crocinitomicaceae" "Fluviicola"
"ASV11195" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" NA
"ASV11196" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" NA
"ASV11197" "Bacteria" "Bacteroidetes" "Bacteroidia" "Cytophagales" "Cytophagaceae" "Sporocytophaga"
"ASV11201" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Arcticibacter"
"ASV11202" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"ASV11203" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Paucibacter"
"ASV11204" "Bacteria" "Chloroflexi" "Dehalococcoidia" "S085" NA NA
"ASV11205" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" "Gemmata"
"ASV11208" "Bacteria" "Bacteroidetes" "Bacteroidia" "Cytophagales" "Cytophagaceae" "Sporocytophaga"
"ASV11209" "Bacteria" "Bacteroidetes" "Bacteroidia" "Cytophagales" "Microscillaceae" "Siphonobacter"
"ASV11210" "Bacteria" "Chloroflexi" "SHA-26" NA NA NA
"ASV11211" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Pajaroellobacter"
"ASV11216" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" NA
"ASV11217" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"ASV11218" "Bacteria" "Planctomycetes" "OM190" NA NA NA
"ASV11222" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA
"ASV11223" "Bacteria" "Planctomycetes" "Planctomycetacia" "Isosphaerales" "Isosphaeraceae" NA
"ASV11231" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Alicyclobacillaceae" "Tumebacillus"
"ASV11232" "Bacteria" "Planctomycetes" "Phycisphaerae" "Tepidisphaerales" "WD2101_soil_group" NA
"ASV11233" "Bacteria" "Acidobacteria" "Blastocatellia_(Subgroup_4)" "Blastocatellales" "Blastocatellaceae" "JGI_0001001-H03"
"ASV11234" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Moraxellaceae" NA
"ASV11235" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" NA
"ASV11257" "Bacteria" "Actinobacteria" "Actinobacteria" "Corynebacteriales" "Nocardiaceae" "Williamsia"
"ASV11258" "Bacteria" "Acidobacteria" "Acidobacteriia" "Subgroup_2" NA NA
"ASV11259" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Microtrichales" "Microtrichaceae" NA
"ASV11261" "Bacteria" "Armatimonadetes" NA NA NA NA
"ASV11272" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" NA
"ASV11273" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Nitrosomonadaceae" "Nitrosospira"
"ASV11280" "Bacteria" "Acidobacteria" "Thermoanaerobaculia" "Thermoanaerobaculales" "Thermoanaerobaculaceae" "Subgroup_10"
"ASV11290" "Bacteria" "Planctomycetes" "Planctomycetacia" NA NA NA
"ASV11296" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" NA
"ASV11297" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Legionellaceae" "Legionella"
"ASV11298" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bacteriovoracaceae" "Peredibacter"
"ASV11299" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Aminobacter"
"ASV11300" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA
"ASV11301" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Arcticibacter"
"ASV11302" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Nitrosomonadaceae" "Ellin6067"
"ASV11303" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"ASV11304" "Bacteria" "Actinobacteria" "Actinobacteria" "Streptosporangiales" "Thermomonosporaceae" "Actinomadura"
"ASV11305" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA
"ASV11306" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" "67-14" NA
"ASV11307" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" NA
"ASV11308" "Bacteria" "Actinobacteria" "Actinobacteria" "Streptosporangiales" "Thermomonosporaceae" "Actinomadura"
"ASV11309" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" NA
"ASV11310" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA
"ASV11311" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" "67-14" NA
"ASV11312" "Bacteria" "Planctomycetes" "Planctomycetacia" "Isosphaerales" "Isosphaeraceae" NA
"ASV11313" "Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "Ktedonobacteraceae" NA
"ASV11314" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"ASV11315" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Bradyrhizobium"
"ASV11316" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Microtrichales" "Ilumatobacteraceae" NA
"ASV11317" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "env.OPS_17" NA
"ASV11318" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Haliangiaceae" "Haliangium"
"ASV11319" "Bacteria" "Chloroflexi" "Chloroflexia" "Thermomicrobiales" "JG30-KF-CM45" NA
"ASV11326" "Bacteria" "Planctomycetes" "Planctomycetacia" "Pirellulales" "Pirellulaceae" "Pirellula"
"ASV11327" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Microtrichales" NA NA
"ASV11328" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Nitrosomonadaceae" "MND1"
"ASV11329" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" NA NA
"ASV11331" "Bacteria" "Chloroflexi" "Chloroflexia" "Thermomicrobiales" "JG30-KF-CM45" NA
"ASV11335" "Bacteria" "Actinobacteria" "Rubrobacteria" "Rubrobacterales" "Rubrobacteriaceae" "Rubrobacter"
"ASV11341" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA
"ASV11349" "Bacteria" "Planctomycetes" "Planctomycetacia" "Pirellulales" "Pirellulaceae" "Pirellula"
"ASV11353" "Bacteria" "Acidobacteria" "Acidobacteriia" "Acidobacteriales" NA NA
"ASV11354" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Cellvibrionales" "Cellvibrionaceae" "Cellvibrio"
"ASV11355" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Microtrichales" "Ilumatobacteraceae" "Ilumatobacter"
"ASV11356" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" "Zavarzinella"
"ASV11357" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA
"ASV11358" "Bacteria" NA NA NA NA NA
"ASV11359" "Bacteria" "Acidobacteria" "Blastocatellia_(Subgroup_4)" "11-24" NA NA
"ASV11360" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"ASV11361" "Bacteria" NA NA NA NA NA
"ASV11362" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" NA
"ASV11365" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Intrasporangiaceae" "Terrabacter"
"ASV11369" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Aeromicrobium"
"ASV11390" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter"
"ASV11392" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" NA
"ASV11393" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Steroidobacterales" "Steroidobacteraceae" "Steroidobacter"
"ASV11395" "Bacteria" "Acidobacteria" "Acidobacteriia" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Bryobacter"
"ASV11398" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Herpetosiphonaceae" "Herpetosiphon"
"ASV11415" "Bacteria" "Acidobacteria" "Subgroup_25" NA NA NA
"ASV11439" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Nitrosomonadaceae" "mle1-7"
"ASV11443" "Bacteria" "Bacteroidetes" "Bacteroidia" "Cytophagales" "Microscillaceae" NA
"ASV11468" "Bacteria" "Armatimonadetes" "Chthonomonadetes" "Chthonomonadales" "Chthonomonadaceae" "Chthonomonas"
"ASV11469" "Bacteria" "Bacteroidetes" "Bacteroidia" "Cytophagales" "Microscillaceae" NA
"ASV11470" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Microtrichales" "Ilumatobacteraceae" "CL500-29_marine_group"
"ASV11471" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"ASV11472" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" NA
"ASV11473" "Bacteria" "Planctomycetes" "Phycisphaerae" "Tepidisphaerales" "WD2101_soil_group" NA
"ASV11485" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" NA
"ASV11490" "Bacteria" "Planctomycetes" "Planctomycetacia" "Pirellulales" "Pirellulaceae" "Pirellula"
"ASV11499" "Bacteria" NA NA NA NA NA
"ASV11500" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Phaselicystidaceae" "Phaselicystis"
"ASV11506" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Pedobacter"
"ASV11513" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA
"ASV11514" "Bacteria" "Cyanobacteria" "Melainabacteria" "Vampirovibrionales" NA NA
"ASV11515" "Bacteria" "Proteobacteria" NA NA NA NA
"ASV11516" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Opitutales" "Opitutaceae" "Opitutus"
"ASV11527" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"ASV11534" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Hyphomonadaceae" "SWB02"
"ASV11536" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Methylobacterium"
"ASV11537" "Bacteria" "Acidobacteria" "Holophagae" "Subgroup_7" NA NA
"ASV11540" "Bacteria" "Planctomycetes" "Planctomycetacia" "Gemmatales" "Gemmataceae" NA
"ASV11541" "Bacteria" "Armatimonadetes" "Chthonomonadetes" "Chthonomonadales" NA NA
"ASV11542" "Bacteria" NA NA NA NA NA
"ASV11543" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" NA NA
"ASV11545" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" "67-14" NA
